,bs,time_mean,time_std
0,4,0.003403043746948242,0.009716162884554467
1,16,0.00019316673278808595,3.4825438759823254e-06
2,64,0.00032341480255126953,4.4721758603810854e-06
3,128,0.0003271341323852539,4.1011460845383795e-06
4,256,0.0006325006484985352,0.0005545971044999278
5,512,0.00048410892486572266,9.004050541296812e-06
