,bs,time_mean,time_std
0,4,0.00800461769104004,0.023511745319611598
1,16,0.0002019643783569336,7.2937772983305165e-06
2,64,0.0003330469131469727,8.01629070006539e-06
3,128,0.00035808086395263674,4.707658613120867e-05
4,256,0.02749323844909668,0.08133761128361947
5,512,0.00042674541473388674,1.5313619953364223e-05
