,bs,time_mean,time_std
0,4,0.003399658203125,0.009711807991354566
1,16,0.00019288063049316406,5.974752467223009e-06
2,64,0.000320887565612793,8.16871599252379e-06
3,128,0.00035026073455810545,2.48391542573999e-05
4,256,0.0004608154296875,2.533993595885169e-05
5,512,0.0005071163177490234,2.3217612059400393e-05
