,bs,time_mean,time_std
0,4,0.008001112937927246,0.02350838292344855
1,16,0.00020985603332519532,5.01893251433496e-05
2,64,0.0005331993103027344,0.0005216300609772023
3,128,0.00046265125274658203,0.0003428084483317973
4,256,0.027300238609313965,0.0804982407247402
5,512,0.000555872917175293,0.00032195496628627094
