,bs,time_mean,time_std
0,4,0.008007621765136719,0.023537207745244766
1,16,0.00019445419311523438,7.118461723524171e-06
2,64,0.0005795717239379883,0.0007628977544386332
3,128,0.00034689903259277344,2.5228696551114954e-05
4,256,0.00037937164306640626,8.832949846545641e-06
5,512,0.00043375492095947265,1.6177381397165262e-05
