,nr,nc,factor,acc_mean,acc_std,time_mean,time_std
140,64,64,1e-10,1.0,0.0,6.580352783203125e-05,1.5597750886722684e-06
141,64,64,10000.0,1.0,0.0,6.618499755859376e-05,8.805363327321713e-07
142,64,64,100000000.0,1.0,0.0,6.613731384277343e-05,9.666984049183507e-07
143,64,128,1.0,1.0,0.0,7.240772247314453e-05,3.3836124176322768e-06
144,64,128,0.1,1.0,0.0,6.601810455322265e-05,1.5320133043687195e-06
145,64,128,0.01,1.0,0.0,6.568431854248047e-05,9.959506308653557e-07
146,64,128,0.001,1.0,0.0,6.566047668457031e-05,7.921813834112239e-07
147,64,128,0.0001,0.99375,0.01875,6.568431854248047e-05,1.3706476547055064e-06
148,64,128,1e-05,1.0,0.0,6.668567657470703e-05,3.3684588224892834e-06
149,64,128,1e-06,1.0,0.0,6.563663482666016e-05,1.2841446885581238e-06
150,64,128,1e-07,1.0,0.0,6.666183471679688e-05,1.103957834509871e-06
151,64,128,1e-08,1.0,0.0,6.725788116455079e-05,1.1456502701505626e-06
152,64,128,1e-09,1.0,0.0,6.766319274902344e-05,4.654722068285666e-06
153,64,128,1e-10,0.9953125,0.0140625,6.792545318603515e-05,2.519690745421677e-06
154,64,128,10000.0,1.0,0.0,6.69717788696289e-05,8.949434461175661e-07
155,64,128,100000000.0,0.996875,0.009375,6.783008575439453e-05,2.7788807912972388e-06
156,128,4,1.0,1.0,0.0,8.50677490234375e-05,8.285037047566977e-06
157,128,4,0.1,1.0,0.0,7.510185241699219e-05,1.7291511883229013e-06
158,128,4,0.01,1.0,0.0,7.455348968505859e-05,1.6994746577450502e-06
159,128,4,0.001,1.0,0.0,7.359981536865234e-05,1.7456734188065983e-06
160,128,4,0.0001,1.0,0.0,7.295608520507812e-05,1.6099875465520986e-06
161,128,4,1e-05,1.0,0.0,7.319450378417969e-05,1.1968517683039792e-06
162,128,4,1e-06,1.0,0.0,7.393360137939454e-05,2.845982915176501e-06
163,128,4,1e-07,1.0,0.0,7.26938247680664e-05,1.2903269889578636e-06
164,128,4,1e-08,1.0,0.0,7.314682006835938e-05,1.0544464296100606e-06
165,128,4,1e-09,1.0,0.0,7.336139678955078e-05,3.0755996704101563e-06
166,128,4,1e-10,1.0,0.0,7.283687591552734e-05,1.2894456179609261e-06
167,128,4,10000.0,1.0,0.0,7.250308990478516e-05,1.2947248442063774e-06
168,128,4,100000000.0,1.0,0.0,7.276535034179687e-05,1.3136842073398506e-06
169,128,16,1.0,1.0,0.0,8.006095886230469e-05,1.537014146927471e-06
170,128,16,0.1,1.0,0.0,7.4005126953125e-05,1.5641421763283467e-06
171,128,16,0.01,1.0,0.0,7.529258728027344e-05,3.548834721820759e-06
172,128,16,0.001,1.0,0.0,7.390975952148438e-05,1.6449154196415271e-06
173,128,16,0.0001,1.0,0.0,7.405281066894532e-05,1.1344315770502394e-06
174,128,16,1e-05,1.0,0.0,7.41720199584961e-05,1.5095869177128534e-06
175,128,16,1e-06,1.0,0.0,7.503032684326172e-05,3.344750105164155e-06
176,128,16,1e-07,1.0,0.0,7.49826431274414e-05,3.641253554654423e-06
177,128,16,1e-08,1.0,0.0,7.405281066894532e-05,1.0348574835877753e-06
178,128,16,1e-09,1.0,0.0,7.421970367431641e-05,1.729315548495158e-06
179,128,16,1e-10,1.0,0.0,7.522106170654297e-05,4.335351940307288e-06
180,128,16,10000.0,1.0,0.0,7.390975952148438e-05,1.1284026685904724e-06
181,128,16,100000000.0,1.0,0.0,7.457733154296875e-05,3.004074096679688e-06
182,128,64,1.0,1.0,0.0,8.702278137207031e-05,2.5810944753121106e-06
183,128,64,0.1,1.0,0.0,7.963180541992188e-05,1.793693816547778e-06
184,128,64,0.01,1.0,0.0,7.917881011962891e-05,1.2317267754640091e-06
185,128,64,0.001,1.0,0.0,7.903575897216797e-05,1.4394244049190123e-06
186,128,64,0.0001,0.996875,0.009375,7.870197296142579e-05,1.1989870987587125e-06
187,128,64,1e-05,1.0,0.0,7.908344268798828e-05,1.7194261295416634e-06
188,128,64,1e-06,1.0,0.0,0.00010697841644287109,1.252278692573605e-05
189,128,64,1e-07,1.0,0.0,8.306503295898437e-05,3.729098281100684e-06
190,128,64,1e-08,1.0,0.0,8.084774017333985e-05,2.175887946774075e-06
191,128,64,1e-09,1.0,0.0,8.242130279541015e-05,3.636254619964415e-06
192,128,64,1e-10,1.0,0.0,8.285045623779297e-05,3.4007048632939893e-06
193,128,64,10000.0,1.0,0.0,8.177757263183594e-05,1.522895757929927e-06
194,128,64,100000000.0,0.9953125,0.0140625,8.225440979003906e-05,2.137805153985967e-06
195,128,128,1.0,1.0,0.0,8.919239044189454e-05,9.015533051066961e-06
196,128,128,0.1,1.0,0.0,7.74383544921875e-05,2.1239335490532006e-06
